Time [s], Analyzer Name, Decoded Protocol Result
0.066077000000000,Async Serial,0x00
0.066337125000000,Async Serial,0x9E
0.066857250000000,Async Serial,0x00
0.067117250000000,Async Serial,0x9B
0.067637500000000,Async Serial,0x00
0.067897500000000,Async Serial,0x9C
0.068417625000000,Async Serial,0x00
0.068677750000000,Async Serial,0xA3
0.069275875000000,Async Serial,0x00
0.069536000000000,Async Serial,0x93
0.070082125000000,Async Serial,0x00
0.070342250000000,Async Serial,0x96
0.070836375000000,Async Serial,0x00
0.071096500000000,Async Serial,0x9E
0.071616625000000,Async Serial,0x00
0.071876625000000,Async Serial,0x97
0.072396875000000,Async Serial,0x00
0.072656875000000,Async Serial,0x9D
0.073151000000000,Async Serial,0x00
0.073411125000000,Async Serial,0x9E
0.073931250000000,Async Serial,0x00
0.074191375000000,Async Serial,0xA6
0.074711500000000,Async Serial,0x00
0.074971625000000,Async Serial,0x9E
0.075491750000000,Async Serial,0x00
0.075751750000000,Async Serial,0xA3
0.076298000000000,Async Serial,0x00
0.076558000000000,Async Serial,0x9B
0.077130250000000,Async Serial,0x00
0.077390250000000,Async Serial,0x9F
0.077910375000000,Async Serial,0x00
0.078170500000000,Async Serial,0x9D
0.078664625000000,Async Serial,0x00
0.078924750000000,Async Serial,0x9F
0.079418875000000,Async Serial,0x00
0.079678875000000,Async Serial,0xA7
0.080303125000000,Async Serial,0x00
0.080563125000000,Async Serial,0x9C
0.081083375000000,Async Serial,0x00
0.081343375000000,Async Serial,0x9A
0.081863500000000,Async Serial,0x00
0.082123625000000,Async Serial,0xA0
0.082669750000000,Async Serial,0x00
0.082929875000000,Async Serial,0x9B
0.083450000000000,Async Serial,0x00
0.083710125000000,Async Serial,0x9D
0.084412250000000,Async Serial,0x00
0.084672375000000,Async Serial,0x9B
0.085166500000000,Async Serial,0x00
0.085426625000000,Async Serial,0x9E
0.085998750000000,Async Serial,0x00
0.086258875000000,Async Serial,0x9A
0.086779000000000,Async Serial,0x00
0.087039000000000,Async Serial,0x9E
0.087585250000000,Async Serial,0x00
0.087845250000000,Async Serial,0x9A
0.088365375000000,Async Serial,0x00
0.088625500000000,Async Serial,0xA2
0.089145625000000,Async Serial,0x00
0.089405750000000,Async Serial,0x96
0.089899875000000,Async Serial,0x00
0.090160000000000,Async Serial,0xA2
0.090706125000000,Async Serial,0x00
0.090966250000000,Async Serial,0x9B
0.091512375000000,Async Serial,0x00
0.091772375000000,Async Serial,0x9F
0.092292625000000,Async Serial,0x00
0.092552625000000,Async Serial,0xA1
0.093150875000000,Async Serial,0x00
0.093410875000000,Async Serial,0x9C
0.093983000000000,Async Serial,0x00
0.094243125000000,Async Serial,0x9B
0.094841250000000,Async Serial,0x00
0.095101375000000,Async Serial,0x9B
0.095777625000000,Async Serial,0x00
0.096037625000000,Async Serial,0x99
0.096557750000000,Async Serial,0x00
0.096817875000000,Async Serial,0xA4
0.097338000000000,Async Serial,0x00
0.097598125000000,Async Serial,0x9F
0.098144250000000,Async Serial,0x00
0.098404375000000,Async Serial,0x9C
0.098898500000000,Async Serial,0x00
0.099158500000000,Async Serial,0x9A
0.099678750000000,Async Serial,0x00
0.099938750000000,Async Serial,0x9F
0.100537000000000,Async Serial,0x00
0.100797000000000,Async Serial,0x9F
0.101343250000000,Async Serial,0x00
0.101603250000000,Async Serial,0x9C
0.102279500000000,Async Serial,0x00
0.102539500000000,Async Serial,0x9C
0.103059625000000,Async Serial,0x00
0.103319750000000,Async Serial,0xA0
0.103813875000000,Async Serial,0x00
0.104074000000000,Async Serial,0xA1
0.104646125000000,Async Serial,0x00
0.104906250000000,Async Serial,0xA0
0.105426375000000,Async Serial,0x00
0.105686500000000,Async Serial,0xA4
0.106180625000000,Async Serial,0x00
0.106440625000000,Async Serial,0x9B
0.106960750000000,Async Serial,0x00
0.107220875000000,Async Serial,0x9E
0.107767000000000,Async Serial,0x00
0.108027125000000,Async Serial,0x9D
0.108547250000000,Async Serial,0x00
0.108807375000000,Async Serial,0x9D
0.109327500000000,Async Serial,0x00
0.109587625000000,Async Serial,0xA1
0.110159750000000,Async Serial,0x00
0.110419750000000,Async Serial,0x9A
0.110992000000000,Async Serial,0x00
0.111252000000000,Async Serial,0xA2
0.111746250000000,Async Serial,0x00
0.112006250000000,Async Serial,0x9C
0.112552375000000,Async Serial,0x00
0.112812500000000,Async Serial,0xA4
0.113410625000000,Async Serial,0x00
0.113670750000000,Async Serial,0xB3
0.114216875000000,Async Serial,0x00
0.114477000000000,Async Serial,0xA9
0.114971125000000,Async Serial,0x00
0.115231250000000,Async Serial,0xA2
0.115777375000000,Async Serial,0x00
0.116037375000000,Async Serial,0xAA
0.116609625000000,Async Serial,0x00
0.116869625000000,Async Serial,0xB0
0.117363875000000,Async Serial,0x00
0.117623875000000,Async Serial,0xA2
0.118144000000000,Async Serial,0x00
0.118404125000000,Async Serial,0xA7
0.119028250000000,Async Serial,0x00
0.119288375000000,Async Serial,0xA6
0.119808500000000,Async Serial,0x00
0.120068625000000,Async Serial,0x9B
0.120562750000000,Async Serial,0x00
0.120822875000000,Async Serial,0x9D
0.121343000000000,Async Serial,0x00
0.121603000000000,Async Serial,0x99
0.122097250000000,Async Serial,0x00
0.122357250000000,Async Serial,0x9F
0.122903375000000,Async Serial,0x00
0.123163500000000,Async Serial,0x97
0.123683625000000,Async Serial,0x00
0.123943750000000,Async Serial,0x9B
0.124489875000000,Async Serial,0x00
0.124750000000000,Async Serial,0x9E
0.125296125000000,Async Serial,0x00
0.125556250000000,Async Serial,0xA6
0.126206375000000,Async Serial,0x00
0.126466500000000,Async Serial,0xA2
0.126986625000000,Async Serial,0x00
0.127246625000000,Async Serial,0x9F
0.127740875000000,Async Serial,0x00
0.128000875000000,Async Serial,0x9E
0.128521000000000,Async Serial,0x00
0.128781125000000,Async Serial,0x9E
0.129353250000000,Async Serial,0x00
0.129613375000000,Async Serial,0x9A
0.130133500000000,Async Serial,0x00
0.130393625000000,Async Serial,0xA2
0.131017750000000,Async Serial,0x00
0.131277875000000,Async Serial,0x9D
0.131798000000000,Async Serial,0x00
0.132058125000000,Async Serial,0x99
0.132578250000000,Async Serial,0x00
0.132838250000000,Async Serial,0xA0
0.133384500000000,Async Serial,0x00
0.133644500000000,Async Serial,0xA2
0.134164625000000,Async Serial,0x00
0.134424750000000,Async Serial,0xA2
0.134944875000000,Async Serial,0x00
0.135205000000000,Async Serial,0x9C
0.135829125000000,Async Serial,0x00
0.136089250000000,Async Serial,0xA5
0.136609375000000,Async Serial,0x00
0.136869500000000,Async Serial,0xA3
0.137623625000000,Async Serial,0x00
0.137883750000000,Async Serial,0x9D
0.138403875000000,Async Serial,0x00
0.138664000000000,Async Serial,0xA0
0.139184125000000,Async Serial,0x00
0.139444250000000,Async Serial,0xA1
0.139990375000000,Async Serial,0x00
0.140250375000000,Async Serial,0xA3
0.140770625000000,Async Serial,0x00
0.141030625000000,Async Serial,0xA3
0.141628875000000,Async Serial,0x00
0.141888875000000,Async Serial,0x98
0.142435125000000,Async Serial,0x00
0.142695125000000,Async Serial,0xA3
0.143345375000000,Async Serial,0x00
0.143605375000000,Async Serial,0xA4
0.144203625000000,Async Serial,0x00
0.144463625000000,Async Serial,0xA1
0.145061875000000,Async Serial,0x00
0.145321875000000,Async Serial,0x9E
0.145816000000000,Async Serial,0x00
0.146076125000000,Async Serial,0x9F
0.146648250000000,Async Serial,0x00
0.146908375000000,Async Serial,0xA3
0.147402500000000,Async Serial,0x00
0.147662625000000,Async Serial,0xA1
0.148208750000000,Async Serial,0x00
0.148468875000000,Async Serial,0xA0
0.148989000000000,Async Serial,0x00
0.149249000000000,Async Serial,0xA3
0.149743125000000,Async Serial,0x00
0.150003250000000,Async Serial,0xA6
0.150497375000000,Async Serial,0x00
0.150757500000000,Async Serial,0xA4
0.151251625000000,Async Serial,0x00
0.151511750000000,Async Serial,0x9B
0.152109875000000,Async Serial,0x00
0.152370000000000,Async Serial,0xA5
0.153020125000000,Async Serial,0x00
0.153280250000000,Async Serial,0x9E
0.153800375000000,Async Serial,0x00
0.154060375000000,Async Serial,0xA0
0.154580625000000,Async Serial,0x00
0.154840625000000,Async Serial,0xA0
0.155464875000000,Async Serial,0x00
0.155724875000000,Async Serial,0xA7
0.156271125000000,Async Serial,0x00
0.156531125000000,Async Serial,0xA4
0.157103250000000,Async Serial,0x00
0.157363375000000,Async Serial,0xA8
0.157883500000000,Async Serial,0x00
0.158143625000000,Async Serial,0xAC
0.158741750000000,Async Serial,0x00
0.159001875000000,Async Serial,0xA9
0.159574000000000,Async Serial,0x00
0.159834125000000,Async Serial,0xA1
0.160406250000000,Async Serial,0x00
0.160666375000000,Async Serial,0xA4
0.161160500000000,Async Serial,0x00
0.161420500000000,Async Serial,0xA5
0.161966750000000,Async Serial,0x00
0.162226750000000,Async Serial,0xA4
0.162799000000000,Async Serial,0x00
0.163059000000000,Async Serial,0xA5
0.163605250000000,Async Serial,0x00
0.163865250000000,Async Serial,0x9F
0.164463375000000,Async Serial,0x00
0.164723500000000,Async Serial,0xAC
0.165269625000000,Async Serial,0x00
0.165529750000000,Async Serial,0xA7
0.166153875000000,Async Serial,0x00
0.166414000000000,Async Serial,0x9D
0.166908125000000,Async Serial,0x00
0.167168250000000,Async Serial,0xA6
0.167688375000000,Async Serial,0x00
0.167948500000000,Async Serial,0xA3
0.168520625000000,Async Serial,0x00
0.168780625000000,Async Serial,0xA4
0.169300875000000,Async Serial,0x00
0.169560875000000,Async Serial,0xA2
0.170055000000000,Async Serial,0x00
0.170315125000000,Async Serial,0xA9
0.170835250000000,Async Serial,0x00
0.171095375000000,Async Serial,0xA9
0.171589500000000,Async Serial,0x00
0.171849625000000,Async Serial,0xA4
0.172343750000000,Async Serial,0x00
0.172603750000000,Async Serial,0xA3
0.173176000000000,Async Serial,0x00
0.173436000000000,Async Serial,0xA6
0.173956125000000,Async Serial,0x00
0.174216250000000,Async Serial,0xAD
0.174762375000000,Async Serial,0x00
0.175022500000000,Async Serial,0xA6
0.175542625000000,Async Serial,0x00
0.175802750000000,Async Serial,0xA7
0.176348875000000,Async Serial,0x00
0.176609000000000,Async Serial,0xAA
0.177155125000000,Async Serial,0x00
0.177415125000000,Async Serial,0xA7
0.177935375000000,Async Serial,0x00
0.178195375000000,Async Serial,0xAA
0.178793625000000,Async Serial,0x00
0.179053625000000,Async Serial,0xA6
0.179573750000000,Async Serial,0x00
0.179833875000000,Async Serial,0xA6
0.180406000000000,Async Serial,0x00
0.180666125000000,Async Serial,0xAB
0.181186250000000,Async Serial,0x00
0.181446375000000,Async Serial,0xA5
0.181940500000000,Async Serial,0x00
0.182200625000000,Async Serial,0xA8
0.182694750000000,Async Serial,0x00
0.182954750000000,Async Serial,0xA2
0.183527000000000,Async Serial,0x00
0.183787000000000,Async Serial,0xA3
0.184619250000000,Async Serial,0x00
0.184879375000000,Async Serial,0xB1
0.185399500000000,Async Serial,0x00
0.185659625000000,Async Serial,0xA7
0.186231750000000,Async Serial,0x00
0.186491750000000,Async Serial,0xA3
0.187038000000000,Async Serial,0x00
0.187298000000000,Async Serial,0xA9
0.187870250000000,Async Serial,0x00
0.188130250000000,Async Serial,0xA3
0.188650375000000,Async Serial,0x00
0.188910500000000,Async Serial,0xAC
0.189404625000000,Async Serial,0x00
0.189664750000000,Async Serial,0xA3
0.190184875000000,Async Serial,0x00
0.190445000000000,Async Serial,0xA6
0.190991125000000,Async Serial,0x00
0.191251125000000,Async Serial,0xA6
0.191797375000000,Async Serial,0x00
0.192057375000000,Async Serial,0xB0
0.192681625000000,Async Serial,0x00
0.192941625000000,Async Serial,0xAC
0.193487875000000,Async Serial,0x00
0.193747875000000,Async Serial,0xAD
0.194268000000000,Async Serial,0x00
0.194528125000000,Async Serial,0xAA
0.195074250000000,Async Serial,0x00
0.195334375000000,Async Serial,0xA5
0.196088625000000,Async Serial,0x00
0.196348625000000,Async Serial,0xB9
0.196842750000000,Async Serial,0x00
0.197102875000000,Async Serial,0xB2
0.197623000000000,Async Serial,0x00
0.197883125000000,Async Serial,0xB0
0.198637375000000,Async Serial,0x00
0.198897375000000,Async Serial,0xB5
0.199391500000000,Async Serial,0x00
0.199651625000000,Async Serial,0xB4
0.200171750000000,Async Serial,0x00
0.200431875000000,Async Serial,0xBA
0.200978000000000,Async Serial,0x00
0.201238125000000,Async Serial,0xB0
